C000001_no_000	Militære yrker og uoppgitt
C002790_no_000	seismolog
C002791_no_000	reparatør av maskinvare
C002791_no_001	PC-reparatør
C002791_no_002	reparatør av IT-utstyr
C002791_no_003	reparatør av datamaskiner og IT-utstyr
C002792_no_000	forsker innen avansert biomedisin
C002793_no_000	kundeservicemedarbeider ved kontaktsenter
C002793_no_001	kundeservicemedarbeider
C002794_no_000	investeringsanalytiker
C002795_no_000	kassaoperatør, valuta
C002795_no_001	medarbeider i vekslingsbyrå
C002796_no_000	instruktør for brannmannskap
C002797_no_000	oberst
C002797_no_001	bataljonssjef
C002797_no_002	oberstløytnat
C002798_no_000	arborist
C002798_no_001	spesialist i trepleie
C002798_no_002	treklatrer
C002798_no_003	trepleier
C002799_no_000	spaltist
C002800_no_000	import-/eksportsjef
C002800_no_001	eksportsjef
C002801_no_000	talsperson
C002802_no_000	kasinoleder
C002803_no_000	parkeringsvakt
C002803_no_001	p-vakt
C002803_no_002	parkeringskontrollør
C002804_no_000	tekniker, bilbremser
C002804_no_001	bremsespesialist
C002804_no_002	lastebilmekaniker
C002804_no_003	personbilmekaniker
C002805_no_000	maskinoperatør for dyremating
C002805_no_001	maskinarbeider, dyrefôr
C002805_no_002	maskinoperatør, dyrefôrproduksjon
C002806_no_000	eiendomsoppkjøpssjef
C002807_no_000	analytiker innen materialbelastning
C002808_no_000	grossist innen metaller og metallmalm
C002809_no_000	sjef for investeringsfond
C002810_no_000	eiendomsutvikler
C002810_no_001	arealplanlegger
C002810_no_002	byggherre
C002810_no_003	prosjektleder innenfor bygg og anlegg
C002811_no_000	utleiemedarbeider innen landbruksmaskiner og -utstyr
C002811_no_001	medarbeider innen utleie av landbruksmaskiner og -utstyr
C002812_no_000	vedlikeholdskoordinator, kjøretøy
C002812_no_001	planlegger av vedlikehold i forbindelse med veitransport
C002813_no_000	vinfermenterer
C002813_no_001	ekspert i vingjæring
C002813_no_002	fermenteringsekspert
C002814_no_000	kulturformidlingsleder
C002815_no_000	kvalitetsbedømmer, finer
C002816_no_000	treskjærer
C002816_no_001	treskulptør
C002817_no_000	sosialarbeider med seksualovergrep som spesialfelt
C002818_no_000	fiskekokk
C002818_no_001	sjømatkokk
C002819_no_000	rådgiver innen vinproduksjon
C002820_no_000	import-/eksportspesialist innen gruve-, bygg- og anleggsmaskiner
C002821_no_000	hovedentreprenør, bygg og anlegg
C002821_no_001	hovedentreprenør på byggeplass
C002822_no_000	sjøtransportsjef
C002822_no_001	administrerende direktør for sjøtransport
C002823_no_000	3D-modellerer
C002824_no_000	saksadministrator
C002825_no_000	geograf
C002826_no_000	faktureringsassistent
C002826_no_001	regnskapsassistent
C002826_no_002	regnskapsmedarbeider
C002826_no_003	økonomimedarbeider
C002827_no_000	tekniker, celluloseproduksjon
C002828_no_000	operatør av galvaniseringsmaskin
C002828_no_001	platearbeider
C002829_no_000	fondadministrator
C002830_no_000	automasjonsingeniør
C002831_no_000	utvikler av programvare for mobile enheter
C002832_no_000	IKT-innkjøper
C002833_no_000	grillkokk
C002834_no_000	import-/eksportsjef innen verktøysmaskiner
C002835_no_000	brigader
C002835_no_001	brigadegeneral
C002835_no_002	brigadesjef
C002835_no_003	stabssjef
C002836_no_000	takstmann, eiendom
C002837_no_000	leder av kennel
C002837_no_001	kennelmedarbeider
C002837_no_002	leder av hunde- og kattepensjonat
C002838_no_000	ingeniør, flyplassplanlegging
C002839_no_000	møbeldesigner
C002840_no_000	kjøkkenmontør
C002841_no_000	operatør av mekanisk smipresse
C002841_no_001	industrioperatør
C002841_no_002	maskinoperatør
C002842_no_000	astrofysiker
C002843_no_000	operatør av laserskjærer
C002843_no_001	maskinoperatør, laserskjærer
C002843_no_002	maskinpasser, CNC-laserskjærer
C002844_no_000	mekaniker, kirurgiske instrumenter
C002844_no_001	instrumentekaniker
C002844_no_002	ortopeditekniker
C002845_no_000	kjørelærer
C002845_no_001	trafikklærer
C002846_no_000	maskinoperatør, mineralknusing
C002846_no_001	prosessoperatør, mineralknusing
C002847_no_000	redaktørassistent
C002848_no_000	redningsdykker
C002848_no_001	livredder
C002848_no_002	yrkesdykker
C002849_no_000	tekniker, produksjonsorganisering
C002850_no_000	kundeservicesjef
C002850_no_001	kundeserviceleder
C002851_no_000	fiskebåtskipper
C002851_no_001	fiskebåtkaptein
C002851_no_002	fiskeskipper
C002852_no_000	manikyrist
C002852_no_001	negledesigner
C002852_no_002	negletekniker
C002853_no_000	metallurg
C002854_no_000	hovslager
C002854_no_001	hovsmed
C002854_no_002	vogn- og beslagsmed
C002855_no_000	kystvakt
C002856_no_000	parykkmaker
C002857_no_000	matros, innlandsfart
C002857_no_001	lettmatros
C002858_no_000	IKT-programutvikler
C002859_no_000	standupkomiker
C002860_no_000	operatør av kappsag
C002860_no_001	operatør av avkortesag
C002861_no_000	harpebygger
C002861_no_001	instrumentbygger
C002861_no_002	instrumentmaker
C002861_no_003	musikkinstrumentbygger
C002861_no_004	musikkinstrumentmaker
C002862_no_000	infanterist
C002862_no_001	feltjeger
C002862_no_002	fotsoldat
C002862_no_003	snikskytter
C002862_no_004	soldat i hæren
C002862_no_005	soldat i infanteriet
C002863_no_000	distribusjonssjef innen møbler, tepper og belysning
C002863_no_001	logistikksjef innen møbler, tepper og belysning
C002864_no_000	rekvisitør
C002865_no_000	IKT-systemintegrasjonskonsulent
C002866_no_000	maskinoperatør, prøvesying av klesplagg
C002866_no_001	sømarbeider, klesprøver
C002867_no_000	tannlegeassistent
C002868_no_000	billettselger
C002868_no_001	medarbeider på billettkontor
C002869_no_000	avdelingsleder, butikk
C002869_no_001	butikkleder
C002869_no_002	personalleder, butikk
C002870_no_000	arbeidsleder, treindustri
C002871_no_000	montør av industrimaskiner
C002871_no_001	industrioperatør
C002871_no_002	maskinmontør
C002871_no_003	samlebåndsoperatør
C002872_no_000	spesialkiropraktor
C002873_no_000	dyrekiropraktor
C002874_no_000	solstudiovert
C002874_no_001	medarbeider i solsenter
C002875_no_000	universitetslærer i moderne språk
C002876_no_000	konferansearrangør
C002877_no_000	pleiemedarbeider innen lindrende pleie
C002878_no_000	lagerarbeider
C002878_no_001	lagerassistent
C002878_no_002	lagermedarbeider
C002879_no_000	prosjektleder
C002879_no_001	prosjektdirektør
C002879_no_002	prosjektkoordinator
C002879_no_003	prosjektsjef
C002880_no_000	destillatør
C002881_no_000	testtekniker, maskinvare
C002882_no_000	stallmedarbeider
C002882_no_001	jockey
C002882_no_002	rideinstruktør
C002882_no_003	ridelærer
C002882_no_004	stallkar
C002883_no_000	teknisk selger innen kjemiske produkter
C002884_no_000	operatør, pakking av lærvarer
C002884_no_001	pakkeassistent
C002885_no_000	barista
C002885_no_001	bartende på kaffebar
C002885_no_002	kaffebartender
C002886_no_000	strålehygienemedarbeider
C002887_no_000	detaljhandler
C002887_no_001	butikkeier
C002887_no_002	butikkinnehaver
C002888_no_000	flyvekoreograf
C002889_no_000	filosof
C002890_no_000	prosessoperatør, nøytralisering av nitroglyserin
C002891_no_000	regnskapsassistent
C002892_no_000	miljøanalytiker innen akvakultur
C002893_no_000	universitetslærer i arkeologi
C002894_no_000	optometriker
C002895_no_000	lærer i litteratur i videregående skole
C002896_no_000	finansmegler
C002897_no_000	forskningsleder
C002897_no_001	forskningsdirektør
C002897_no_002	forskningssjef
C002898_no_000	fiskeforarbeider
C002898_no_001	filetskjærer
C002898_no_002	fiskehandler
C002898_no_003	produksjonsarbeider, fiskematindustri
C002899_no_000	verdipapirmegler
C002900_no_000	PR-kontakt
C002901_no_000	maskemaker
C002902_no_000	mekaniker, reparasjon på stedet
C002902_no_001	kjøretøymekaniker
C002903_no_000	spesialisert selger, blomster og hage
C002903_no_001	blomster- og planteselger
C002903_no_002	blomsterhandler
C002903_no_003	ekspeditør i blomsterbutikk
C002903_no_004	planteselger
C002903_no_005	selger på hagesenter
C002903_no_006	selger på plantesenter
C002904_no_000	gruveelektriker
C002904_no_001	elektromekaniker
C002904_no_002	elmontør
C002905_no_000	oppdrettsarbeider ved akvakulturbruk
C002905_no_001	medarbeider ved dambruk
C002906_no_000	kvalitetskontrollør, metallvareproduksjon
C002907_no_000	alarmtekniker
C002907_no_001	alarminstallatør
C002907_no_002	alarmmontør
C002907_no_003	servicemontør innen alarmer og brannvarsling
C002907_no_004	sikringstekniker
C002908_no_000	maskinoperatør, treplater
C002908_no_001	maskinoperatør, sponplater
C002908_no_002	maskinoperatør, trefiberplater
C002908_no_003	tekniker, trefiberplater
C002908_no_004	tekniker, trepresser
C002909_no_000	dekontamineringsarbeider
C002909_no_001	saneringsarbeider
C002910_no_000	papirfalser
C002910_no_001	bokbinderfalser
C002911_no_000	import-/eksportspesialist innen kontormaskiner og -utstyr
C002912_no_000	sosialsjef
C002912_no_001	forvaltningssjef, sosiale tjenester
C002912_no_002	sjef, sosiale tjenester
C002912_no_003	sosialtjenestesjef
C002912_no_004	sykehjemsleder
C002913_no_000	apotekmedarbeider
C002914_no_000	distribusjonssjef innen meieriprodukter og matoljer
C002915_no_000	maskinoperatør, profiltrekking
C002915_no_001	operatør, pultruderingsmaskin
C002915_no_002	prosessoperatør, pultrudering
C002916_no_000	studiefinansieringskoordinator
C002917_no_000	landbruksforsker
C002918_no_000	foreleserassistent
C002919_no_000	styrer i førskole/barnehage
C002919_no_001	barnehageleder
C002919_no_002	barnehagestyrer
C002920_no_000	reklameskiltoppsetter
C002920_no_001	reklamemontør
C002921_no_000	kjørelærer, lastebil
C002921_no_001	trafikklærer, lastebil
C002921_no_002	trafikklærer, tunge kjøretøy
C002922_no_000	alternativbehandler
C002923_no_000	maskinoperatør, fjærproduksjon
C002924_no_000	innsamlingsansvarlig
C002925_no_000	kunstformidlingsleder
C002926_no_000	branninspektør
C002927_no_000	operatør av cellulosekoker
C002928_no_000	kalibreringstekniker
C002929_no_000	ingeniør, marinteknikk
C002930_no_000	havnefogd
C002930_no_001	havnesjef
C002931_no_000	ernæringsekspert, ferdigretter
C002932_no_000	operatør på geotermisk kraftanlegg
C002933_no_000	bokholder
C002934_no_000	prosessoperatør, kjemiindustri
C002934_no_001	distribusjonsassistent, naturgass
C002934_no_002	produksjonsplanlegger, gass
C002935_no_000	universitetslærer i informatikk
C002936_no_000	klinisk psykolog
C002937_no_000	montør av kjøretøydeler
C002937_no_001	montør, bensinmotorer
C002937_no_002	montør, dieselmotorer
C002937_no_003	montør, gassmotorer
C002937_no_004	montør, hybridmotorer
C002937_no_005	motormontør, motorkjøretøy
C002938_no_000	forhandler av tømmer
C002939_no_000	fiskeriinspektør
C002940_no_000	arbeidsleder ved malthus
C002941_no_000	logistikkingeniør
C002942_no_000	webutvikler
C002943_no_000	agronom
C002944_no_000	handelspolitisk medarbeider
C002945_no_000	import-/eksportsjef innen tobakkvarer
C002946_no_000	kontrollpanelmontør
C002946_no_001	montør, instrumentpanel
C002946_no_002	montør, styretavle
C002947_no_000	papirproduksjonstekniker
C002948_no_000	kunstsmed
C002948_no_001	sveiser
C002949_no_000	maskinoperatør, steinpussing
C002949_no_001	operatør av steinslipemaskin
C002950_no_000	barnevakt
C002950_no_001	barnepasser
C002950_no_002	dagmamma
C002951_no_000	audiolog
C002952_no_000	teknisk tegner innen produktutvikling
C002953_no_000	analytiker, bankprodukter
C002954_no_000	botanikkspesialist
C002955_no_000	universitetslærer i lingvistikk
C002956_no_000	kjellermester
C002956_no_001	vinmaker
C002957_no_000	kjernemaker
C002957_no_001	støperiarbeider
C002957_no_002	støperitekniker
C002958_no_000	universitetslærer i politikk
C002959_no_000	kvalitetsinspektør, montering av rullende materiell
C002960_no_000	eiendomsmeglerassistent
C002960_no_001	assistent hos eiendomsmegler
C002960_no_002	eiendomsassistent
C002960_no_003	visnings- og salgsassistent
C002961_no_000	telekommunikasjonsanalytiker
C002962_no_000	fører av kjøretøy med farlig gods
C002963_no_000	jobbkonsulent
C002964_no_000	geolog
C002965_no_000	sosialpedagog, hjemmetjeneste
C002966_no_000	musikkinstrumentmaker, tangentinstrumenter
C002966_no_001	instrumentbygger, tangentinstrumenter
C002966_no_002	musikkinstrumentbygger, tangentinstrumenter
C002966_no_003	piano- og orgelbygger
C002966_no_004	pianobygger
C002967_no_000	driftsdirektør
C002967_no_001	COO
C002967_no_002	teknisk direktør
C002968_no_000	sikkerhetskonsulent
C002968_no_001	sikkerhetsekspert
C002968_no_002	sikkerhetskontrollør
C002968_no_003	sikkerhetsrådgiver
C002968_no_004	sikkerhetssjef
C002969_no_000	offiser i væpnede styrker
C002969_no_001	offiser i hæren
C002969_no_002	offiser i luftforsvaret
C002969_no_003	offiser i marinen
C002969_no_004	offiser i militæret
C002970_no_000	driftsleder
C002970_no_001	driftssjef
C002970_no_002	operativ leder
C002971_no_000	rettsmedisiner
C002972_no_000	general i hæren
C002972_no_001	generalløytnant
C002972_no_002	generalmajor
C002972_no_003	militærgeneral
C002973_no_000	maskinoperatør, produksjon av absorberende materiale
C002973_no_001	operatør, bleiemaskin
C002973_no_002	operatør, tampongmaskin
C002974_no_000	import-/eksportsjef innen avfall og skrot
C002975_no_000	koreolog
C002976_no_000	maskinoperatør, blanding av ferniss
C002977_no_000	skattefogd
C002978_no_000	kasseleder
C002978_no_001	kassamedarbeider
C002978_no_002	kassasjef, butikk
C002978_no_003	kundeservicemedarbeider med ansvar for kassemedarbeiderne
C002979_no_000	instruktør, helsestudio
C002980_no_000	helsefagarbeider
C002981_no_000	orgelbygger
C002981_no_001	instrumentbygger
C002981_no_002	instrumentmaker
C002981_no_003	musikkinstrumentbygger
C002982_no_000	prosessoperatør, såpeproduksjon
C002983_no_000	arbeidsleder, produksjon av dyrefôr
C002984_no_000	energiutreder
C002985_no_000	grossist innen kjemiske produkter
C002986_no_000	lasersveiser
C002986_no_001	sveiser
C002987_no_000	markedsselger
C002987_no_001	gateselger
C002987_no_002	standselger
C002987_no_003	torgselger
C002988_no_000	flyttearbeider
C002988_no_001	flyttemann
C002989_no_000	språkmedarbeider, korrespondanse
C002990_no_000	manager
C002991_no_000	grossist innen tobakksvarer
C002992_no_000	juridisk rådgiver, matproduksjon
C002993_no_000	elinstallationstekniker
C002993_no_001	elektriker
C002994_no_000	assistent, forsyningskjede
C002995_no_000	geokjemiker
C002996_no_000	jeger
C002997_no_000	flysikkerhetskoordinator
C002998_no_000	testingeniør
C002999_no_000	universitetslærer i teologi
C003000_no_000	IKT-miljøleder
C003001_no_000	arbeider innen plantedyrking
C003001_no_001	landbruksassistent
C003001_no_002	landbruksmedarbeider
C003001_no_003	medarbeider, planteproduksjon
C003002_no_000	signaloperatør, jernbaneoverganger
C003003_no_000	flyinteriørmekaniker
C003003_no_001	flyinstrumentmekaniker
C003003_no_002	flyinstrumenttekniker
C003003_no_003	montør, flyinteriør
C003004_no_000	maskinoperatør, pilleproduksjon
C003004_no_001	operatør av pillemaskin
C003005_no_000	pilot i luftforsvaret
C003005_no_001	marinepilot
C003005_no_002	militærpilot
C003006_no_000	programsjef
C003006_no_001	programdirektør
C003007_no_000	tekniker, farlig avfall
C003008_no_000	teknisk selger
C003009_no_000	fondsforvalter
C003010_no_000	salmaker, kjøretøy
C003011_no_000	videodesigner
C003012_no_000	tekniker, veidrift og -vedlikehold
C003013_no_000	rektor i grunnskole
C003013_no_001	grunnskoleleder
C003013_no_002	inspektør
C003013_no_003	pedagogisk leder, grunnskolen
C003013_no_004	undervisningsinspektør
C003014_no_000	glassarbeider
C003014_no_001	glassfagarbeider
C003015_no_000	vermutprodusent
C003015_no_001	produksjonsassistent til fremstilling av vermouth
C003016_no_000	koordinator, råkaffe
C003017_no_000	regnskapsanalytiker
C003018_no_000	rigger på gulv eller landjord
C003018_no_001	nedrigger
C003019_no_000	bulldoserkjører
C003019_no_001	anleggsoperatør
C003019_no_002	maskinkjører
C003020_no_000	politisk medarbeider
C003021_no_000	jernskjærer, metallgjenvinning
C003021_no_001	maskinoperatør, mekanisk verksted
C003021_no_002	medarbeider til metallgjenvinning
C003022_no_000	sersjant
C003022_no_001	adjutant
C003022_no_002	politisersjant
C003022_no_003	underoffiser
C003023_no_000	veiskrapefører
C003024_no_000	kraftverksjef
C003024_no_001	elverksjef
C003025_no_000	rådgiver for forbrukerrettigheter
C003026_no_000	ledningsmontør
C003026_no_001	montør
C003027_no_000	rengjøringsassistent, tog
C003027_no_001	hushjelp
C003027_no_002	husholderske
C003027_no_003	husholdningshjelp
C003027_no_004	rengjøringshjelp
C003027_no_005	rengjøringsmedhjelper
C003027_no_006	stuepike
C003027_no_007	togrenholder
C003028_no_000	kreativ leder
C003029_no_000	renholder, privathjem
C003030_no_000	sjefsredaktør
C003031_no_000	driftsleder på gassanlegg
C003032_no_000	energianalytiker
C003033_no_000	dramalærer
C003034_no_000	kostymeinnkjøper
C003035_no_000	kvalitetsbedømmer
C003036_no_000	museumsdirektør
C003036_no_001	museumsleder
C003037_no_000	kurator for hagebruk
C003038_no_000	import-/eksportsjef innen klær og sko
C003039_no_000	spesialisert selger, aviser og kontorutstyr
C003039_no_001	avisselger
C003039_no_002	kioskekspeditør
C003039_no_003	kioskmedarbeider
C003039_no_004	spesialisert selger i papirforretning
C003040_no_000	førstemaskinist
C003041_no_000	møbeltapetserer
C003041_no_001	møbelsnekker
C003041_no_002	restauratør, antikke møbler
C003042_no_000	revisjonsleder
C003043_no_000	kommunikasjonssjef
C003043_no_001	PR-direktør
C003043_no_002	PR-sjef
C003043_no_003	kommunikasjonsmedarbeider
C003043_no_004	leder for internkommunikasjon
C003043_no_005	pressetalsperson
C003043_no_006	sjef for sosiale medier
