C000001_hu_000	Fegyveres erők
C002944_hu_006	kereskedelemfejlesztési osztályvezető
C002944_hu_007	nemzetközi kereskedelmi tisztviselő
C002945_hu_000	dohánytermékek exportjával-importjával foglalkozó vezető
C002945_hu_001	dohánytermék export-import igazgató
C002945_hu_002	dohánytermék külkereskedelmi igazgató
C002946_hu_000	vezérlőpult-összeszerelő
C002946_hu_001	vezérlőpult összeszerelő
C002947_hu_000	papíripari üzemmérnök
C002948_hu_000	díszműkovács
C002949_hu_000	kőcsiszoló
C002950_hu_000	bébiszitter
C002950_hu_001	au pair
C002950_hu_002	bejárónő
C002950_hu_003	dada
C002950_hu_004	dajka
C002950_hu_005	gardedám
C002950_hu_006	gyermekfelvigyázó
C002950_hu_007	gyermekfelügyelő
C002950_hu_008	gyermekgondozó
C002950_hu_009	gyermeknevelő
C002950_hu_010	nevelő
C002950_hu_011	nevelőnő
C002950_hu_012	szárazdajka
C002951_hu_000	audiológus
C002951_hu_001	audiológiai szakasszisztens
C002951_hu_002	audiológus szakasszisztens
C002951_hu_003	audiológus szakorvos
C002951_hu_004	gyermekaudiológus
C002951_hu_005	hallásakusztikus
C002951_hu_006	hallásspecialista
C002951_hu_007	kutató audiológus
C002952_hu_000	termékfejlesztési műszaki rajzoló
C002952_hu_001	termék fejlesztési műszaki rajzoló
C002953_hu_000	banki termékmenedzser
C002953_hu_001	banki termékelemző
C002953_hu_002	e-banki termékmenedzser
C002953_hu_003	hitelezési termékmenedzser
C002953_hu_004	hitelkártya-termékmenedzser
C002953_hu_005	internetes banki menedzser
C002953_hu_006	jelzáloghitelezési termékmenedzser
C002953_hu_007	kereskedelmi banki termékigazgató
C002953_hu_008	kereskedelmi banki termékmenedzser
C002953_hu_009	megtakarítási termékmenedzser
C002954_hu_000	növénytani szakértő
C002954_hu_001	botanikai szakértő
C002954_hu_002	növénytani szakértők
C002954_hu_003	növénytannal foglalkozó szakértő
C002955_hu_000	nyelvészetoktató felsőoktatási intézményben
C002955_hu_001	egyetemi nyelvészetoktató
C002955_hu_002	egyetemi nyelvészettanár
C002955_hu_003	főiskolai nyelvészetoktató
C002955_hu_004	főiskolai nyelvészettanár
C002955_hu_005	nyelvész
C002955_hu_006	nyelvészetoktató
C002955_hu_007	nyelvészettanár
C002955_hu_008	nyelvészprofesszor
C002956_hu_000	pincemester
C002956_hu_001	borász
C002956_hu_002	borászati pincemunkás
C002957_hu_000	magszekrénykészítő
C002957_hu_001	fémöntőminta-készítő
C002957_hu_002	magkészítő
C002957_hu_003	öntész
C002957_hu_004	öntészeti mintakészítő
C002957_hu_005	öntödei foglalkozású
C002957_hu_006	öntő
C002958_hu_000	politikatudomány-oktató felsőoktatási intézményben
C002958_hu_001	egyetemi politikatudomány tanár; főiskolai politikatudomány-tanár
C002958_hu_002	egyetemi politikatudomány-oktató
C002958_hu_003	egyetemi politikatudomány-professzor
C002958_hu_004	egyetemi politológiaprofesszor
C002958_hu_005	egyetemi politológiatanár
C002958_hu_006	főiskolai politikatudomány-oktató
C002958_hu_007	főiskolai politikatudomány-professzor
C002958_hu_008	főiskolai politológiaprofesszor
C002958_hu_009	főiskolai politológiatanár
C002958_hu_010	politikatudomány-professzor
C002958_hu_011	politológiaprofesszor
C002958_hu_012	politológiatanár
C002959_hu_000	vasútijármű-összeszerelési felügyelő
C002959_hu_001	minőségellenőr, vasúti teherkocsi
C002959_hu_002	műszaki ellenőr, vasúti jármű
C002959_hu_003	vasúti jármű szerelési felügyelő
C002959_hu_004	vasúti jármű összeszerelési felügyelő
C002959_hu_005	vasúti járműépítési ellenőr
C002959_hu_006	vasútijármű-szerelési felügyelő
C002959_hu_007	vasútiszerelvény-összeszerelési felügyelő
C002959_hu_008	vontatójármű-megfelelési felügyelő
C002960_hu_000	ingatlanforgalmazási ügyintéző
C002960_hu_001	ingatlan bróker
C002960_hu_002	ingatlan közvetítő
C002960_hu_003	ingatlan szakértő
C002960_hu_004	ingatlan ügyintéző
C002960_hu_005	ingatlan ügynök
C002960_hu_006	ingatlan-bróker
C002960_hu_007	ingatlan-közvetítő
C002960_hu_008	ingatlan-ügyintéző
C002960_hu_009	ingatlan-ügynök
C002960_hu_010	ingatlanbróker
C002960_hu_011	ingatlanközvetítő
C002960_hu_012	ingatlanszakértő
C002960_hu_013	ingatlanvagyon-értékelő és -közvetítő
C002960_hu_014	ingatlanügyintéző
C002960_hu_015	ingatlanügynök
C002961_hu_000	távközlési elemző
C002961_hu_001	telekommunikációs elemzők
C002961_hu_002	telekommunikációs szakértő
C002961_hu_003	távközlési elemzők
C002961_hu_004	távközlési szakértő
C002962_hu_000	veszélyes árut szállító jármű vezetője
C002962_hu_001	ADR jogosítvánnyal rendelkező sofőr
C002962_hu_002	ADR sofőr
C002962_hu_003	nemzetközi tartályos adr-es gépkocsivezető
C002962_hu_004	robbanásveszélyes árut szállító jármű vezetője
C002962_hu_005	sofőr
C002963_hu_000	munkaügyi szociális munkás
C002963_hu_001	foglalkoztatási szociális munkás
C002963_hu_002	munkanélküliekkel foglalkozó szociális munkás
C002963_hu_003	szociális munkás
C002964_hu_000	geológus
C002964_hu_001	agrogeológus
C002964_hu_002	barlangkutató geológus
C002964_hu_003	bányageológus
C002964_hu_004	földtani szakértő
C002964_hu_005	hidrogeológus
C002964_hu_006	hidrológus
C002964_hu_007	kutató geológus
C002964_hu_008	kőolaj-geológus
C002964_hu_009	kőzetgeológus
C002964_hu_010	mérnökgeológus
C002964_hu_011	negyedkorral foglalkozó geológus
C002964_hu_012	nyersanyagkutató geológus
C002964_hu_013	olaj- és széngeológus
C002964_hu_014	régészeti geológus
C002964_hu_015	szedimentológus
C002964_hu_016	szeizmológus
C002964_hu_017	széngeológus
C002964_hu_018	terepi felvételező geológus
C002964_hu_019	vezető geológus
C002964_hu_020	vulkanológus
C002964_hu_021	érckutató geológus
C002965_hu_000	felnőttközösségi szociális munkás
C002965_hu_001	közösségi gondozó
C002965_hu_002	közösségi szociális munkás
C002965_hu_003	lakótelepi szociális munkás
C002965_hu_004	szociális asszisztens
C002965_hu_005	szociális ellátó
C002965_hu_006	szociális gondozó, szakgondozó
C002965_hu_007	szociális segítő
C002965_hu_008	szociális tanácsadó
C002965_hu_009	szociális és mentálhigiénés munkatárs
C002965_hu_010	utcai szociális munkás, romaközösség-fejlesztő asszisztens
C002966_hu_000	billentyűshangszer-készítő
C002966_hu_001	hangszerkészítő
C002966_hu_002	hangszerész
C002966_hu_003	orgonaépítő
C002966_hu_004	zongorakészítő
C002967_hu_000	ügyvezető igazgató
C002967_hu_001	COO
C002968_hu_000	biztonsági tanácsadó
C002969_hu_000	katonatiszt
C002969_hu_001	katona tiszt
C002970_hu_000	operatív vezető
C002970_hu_001	operatív igazgató
C002970_hu_002	operatív menedzser
C002970_hu_003	operatív ügyvezető
C002971_hu_000	igazságügyi orvosszakértő
C002971_hu_001	halottkém
C002971_hu_002	kórboncnok
C002971_hu_003	patológus
C002972_hu_000	vezérezredes
C002972_hu_001	altábornagy
C002972_hu_002	hivatásos tiszt
C002972_hu_003	katonatiszt
C002972_hu_004	tábornok
C002972_hu_005	vezérőrnagy
C002973_hu_000	pelenkagyártógép-kezelő
C002973_hu_001	pelenkagyártógép kezelő
C002974_hu_000	hulladék exportjával-importjával foglalkozó vezető
C002974_hu_001	hulladék és maradék export-import igazgató
C002974_hu_002	hulladék és maradék külkereskedelmi igazgató
C002975_hu_000	koreológus
C002975_hu_001	Benesh-féle táncjelírás lejegyzője
C002975_hu_002	Benesh-koreológus
C002975_hu_003	Benesh-táncjelíró
C002975_hu_004	táncjelíró
C002976_hu_000	fényezőanyag-keverő
C002976_hu_001	fényezőanyag keverő
C002977_hu_000	adópolitikai tanácsadó
C002977_hu_001	adószakértő
C002977_hu_002	adótanácsadó
C002978_hu_000	főpénztáros
C002978_hu_001	bolti főpénztáros
C002979_hu_000	fitneszoktató
C002979_hu_001	aerobic oktató
C002979_hu_002	fitness instruktor
C002979_hu_003	fitness- és wellnessoktató
C002979_hu_004	fitnesz instruktor
C002979_hu_005	gimnasztikaoktató
C002979_hu_006	jógatanár
C002979_hu_007	személyi edző
C002979_hu_008	tornaedző
C002979_hu_009	tornatanár
C002980_hu_000	közösségi egészségügyi dolgozó
C002980_hu_001	családgondozó
C002980_hu_002	közösségi egészségügyi foglalkozású
C002980_hu_003	védő nő
C002980_hu_004	védőnő
C002981_hu_000	orgonakészítő
C002981_hu_001	orgona készítő
C002981_hu_002	orgonakészítő, - javító
C002981_hu_003	orgonaépítő
C002982_hu_000	szappanporlasztó-kezelő
C002983_hu_000	állateledel ellenőr
C002983_hu_001	állateledel-gyártás ellenőr
C002983_hu_002	állateledel-gyártás ellenőrei
C002983_hu_003	állateledel-gyártás ellenőrzéséért felelős dolgozó
C002984_hu_000	energetikai auditor
C002984_hu_001	energetikai tanúsító
C002984_hu_002	energia felhasználási tanácsadó
C002984_hu_003	energia hatékonysági tanácsadó
C002984_hu_004	energiahatékonysági tanácsadó
C002984_hu_005	lakossági energiafelhasználási tanácsadó
C002985_hu_000	vegyiáru-nagykereskedő
C002985_hu_001	vegyi termék nagykereskedő
C002985_hu_002	vegyi árukra szakosodott B2B kereskedő
C002985_hu_003	vegyi árukra szakosodott B2B értékesítési tanácsadó
C002985_hu_004	vegyipari termék nagykereskedő
C002985_hu_005	vegyiáru-nagykereskedelmi asszisztens
C002985_hu_006	vegyiáru-nagykereskedelmi beszerző
C002985_hu_007	vegyiáru-nagykereskedelmi gyakornok
C002985_hu_008	vegyiáru-nagykereskedelmi ügyintéző
C002985_hu_009	vegyiáru-nagykereskedelmi ügynök
C002985_hu_010	vegyiáru-nagykereskedelmi üzletkötő
C002986_hu_000	lézersugaras hegesztő
C002986_hu_001	hegesztő, lángvágó
C002987_hu_000	piaci árus
C002987_hu_001	kofa
C002987_hu_002	utcai árus
C002987_hu_003	vásári alkalmazott
C002987_hu_004	vásári kereskedő
C002987_hu_005	vásározó
C002988_hu_000	költöztető
C002988_hu_001	bútorszállító fuvarozó
C002988_hu_002	irodaköltöztető
C002988_hu_003	szállító-költöztető
C002989_hu_000	idegennyelvű levelező
C002989_hu_001	idegen nyelvű levelező
C002989_hu_002	idegen-nyelvű levelező
C002990_hu_000	tehetségügynök
C002990_hu_001	futball ügynök
C002990_hu_002	irodalmi ügynök
C002990_hu_003	kereskedelmi ügynök
C002990_hu_004	modellügynök
C002990_hu_005	művészeti ügynök
C002990_hu_006	sportügynök
C002990_hu_007	színészügynök
C002990_hu_008	zenei ügynök
C002991_hu_000	dohányáru-nagykereskedő
C002991_hu_001	dohányáru-nagykereskedelmi asszisztens
C002991_hu_002	dohányáru-nagykereskedelmi beszerző
C002991_hu_003	dohányáru-nagykereskedelmi gyakornok
C002991_hu_004	dohányáru-nagykereskedelmi ügyintéző
C002991_hu_005	dohányáru-nagykereskedelmi ügynök
C002991_hu_006	dohányáru-nagykereskedelmi üzletkötő
C002991_hu_007	dohányárura szakosodott B2B kereskedő
C002991_hu_008	dohányárura szakosodott B2B értékesítési tanácsadó
C002992_hu_000	élelmiszerszabályozási tanácsadó
C002992_hu_001	élelmiszeripari szakértő
C002992_hu_002	élelmiszeripari tanácsadó
C002992_hu_003	élelmiszertechnológiai szakértők tanácsadók
C002993_hu_000	villamoshálózati távvezeték- és kábelszerelő
C002993_hu_001	elektromoshálózat-szerelő, -javító
C002993_hu_002	középfeszültségűkábel-szerelő
C002993_hu_003	villamos hálózati távvezeték és kábelszerelő
C002993_hu_004	villamos-hálózati távvezeték- és kábelszerelő
C002993_hu_005	villamoshálózat-kezelő
C002993_hu_006	villamossági szerelő
C002993_hu_007	villamostávvezeték építő
C002993_hu_008	villamostávvezeték-építő
C002993_hu_009	villamostávvezeték-építő, -üzemeltető
C002994_hu_000	logisztikai ügyintéző
C002994_hu_001	anyag logisztikus
C002994_hu_002	anyag- és készletgazdálkodási ügyintéző
C002994_hu_003	anyagbeszerzési előadó
C002994_hu_004	anyagbeszerző
C002994_hu_005	anyagellátási előadó
C002994_hu_006	anyaggazdálkodó, felvásárló
C002994_hu_007	beszerzési ügyintéző
C002994_hu_008	beszerző
C002994_hu_009	árubeszerző
C002995_hu_000	geokémikus
C002995_hu_001	bányaipari geokémikus
C002995_hu_002	földmérő technikus
C002995_hu_003	geológiai technikus
C002995_hu_004	geológus technikus
C002995_hu_005	geotechnikus
C002995_hu_006	környezetvédelmi geokémikus
C002995_hu_007	olajipari geokémikus
C002995_hu_008	olajipari technikus
C002996_hu_000	vadász
C002996_hu_001	vadgazdálkodási technikus
C002997_hu_000	repülésbiztonsági megbízott
C002997_hu_001	légiközlekedés-biztonsági tisztségviselő
C002997_hu_002	repülésbiztonsági felelős
C002997_hu_003	repülésbiztonsági referens
C002998_hu_000	tesztmérnök
C002998_hu_001	minőség-ellenőrző mérnök
C002998_hu_002	minőségbiztosítási mérnök
C002998_hu_003	tesztelőmérnök
C002999_hu_000	vallástanoktató felsőoktatási intézményben
C002999_hu_001	egyetemi teológiaprofesszor
C002999_hu_002	egyetemi teológiatanár
C002999_hu_003	egyetemi vallásoktató
C002999_hu_004	egyetemi vallástanár
C002999_hu_005	egyetemi vallástudomány-professzor
C002999_hu_006	egyetemi vallástudomány-tanár
C002999_hu_007	főiskolai teológiaoktató
C002999_hu_008	főiskolai teológiaprofesszor
C002999_hu_009	főiskolai vallásoktató
C002999_hu_010	főiskolai vallástanár
C002999_hu_011	főiskolai vallástudomány-professzor
C002999_hu_012	főiskolai vallástudomány-tanár
C002999_hu_013	hittanoktató; főiskolai vallástanár; egyetemi vallástanár
C002999_hu_014	teológiaprofesszor
C002999_hu_015	teológus
C002999_hu_016	vallástudomány-professzor
C003000_hu_000	IKT környezetvédelmi menedzser
C003000_hu_001	IKT környezetvédelmi menedzserek
C003000_hu_002	IT környezetvédelmi menedzser
C003001_hu_000	növénytermesztő
C003001_hu_001	növénytermesztési dolgozó
C003001_hu_002	növénytermesztéssel foglalkozó szakmunkás
C003001_hu_003	növénytermesztők
C003002_hu_000	vasúti átjárót biztosító jelzőberendezés kezelője
C003003_hu_000	repülőgépbelső-karbantartó
C003003_hu_001	kárpitos
C003003_hu_002	repülőgép belső karbantartó
C003003_hu_003	repülőgép-belső karbantartó
C003003_hu_004	repülőgép-belső-karbantartó
C003003_hu_005	repülőgépbelsőkarbantartó
C003003_hu_006	szórakoztató-elektronikai műszerész
C003004_hu_000	gyógyszertablettázó gép kezelője
C003005_hu_000	repülőgépvezető
C003005_hu_001	katonai repülőgépvezető
C003005_hu_002	pilóta
C003005_hu_003	repülőgép vezető
C003005_hu_004	repülőgép-vezető
C003005_hu_005	tengerészeti repülőgépvezető
C003006_hu_000	programmenedzser
C003006_hu_001	programigazgató
C003006_hu_002	programkoordinátor
C003006_hu_003	projektportfolió menedzser
C003006_hu_004	projektportfólió-menedzser
C003007_hu_000	veszélyeshulladék-technikus
C003007_hu_001	veszélyeshulladék technikus
C003008_hu_000	műszaki értékesítő
C003008_hu_001	műszakiértékesítő-gyakornok
C003008_hu_002	technológiai és értékesítési tanácsadó
C003008_hu_003	technológiai és értékesítési tanácsadó-gyakornok
C003008_hu_004	technológiai és értékesítési tanácsadó-helyettes
C003008_hu_005	értékesítési tanácsadó
C003009_hu_000	befektetésialap-kereskedő
C003009_hu_001	befektetési alap kereskedő
C003009_hu_002	befektetési jegy forgalmazó
C003009_hu_003	befektetési jegy kereskedő
C003009_hu_004	befektetésijegy-forgalmazó
C003009_hu_005	befektetésijegy-kereskedő
C003010_hu_000	gépjármű-kárpitos
C003010_hu_001	autokárpitos
C003010_hu_002	autókárpitos
C003010_hu_003	kárpitos
C003011_hu_000	videotervező
C003011_hu_001	video-jockey
C003011_hu_002	videoművész
C003011_hu_003	videotechnikus
C003011_hu_004	vizuális művész
C003011_hu_005	vizuális tervező
C003011_hu_006	vj
C003012_hu_000	útfenntartó technikus
C003012_hu_001	útépítő és -fenntartó technikus
C003013_hu_000	általános iskolai igazgató
C003013_hu_001	általános iskola igazgatója
C003014_hu_000	üvegező
C003014_hu_001	tükörkészítő üvegező
C003014_hu_002	üvegajtó-szerelő
C003014_hu_003	üveges
C003014_hu_004	üveges és képkeretező
C003015_hu_000	vermutgyártó
C003015_hu_001	vermut előállítását végző dolgozó
C003015_hu_002	vermut előállításáért felelős dolgozó
C003015_hu_003	vermutgyártásért felelős dolgozók
C003016_hu_000	zöld kávéval kapcsolatos tevékenységek koordinátora
C003016_hu_001	zöld kávé koordinátor
C003016_hu_002	zöld kávéval kapcsolatos tevékenységek koordinátorai
C003017_hu_000	analitikus könyvelő
C003017_hu_001	főkönyvelő
C003017_hu_002	könyvelő
C003017_hu_003	könyvszakértő
C003017_hu_004	pénzügyi elemző
C003018_hu_000	tartószerkezetek terepszinti elemeinek szerelője
C003018_hu_001	darukötöző
C003018_hu_002	fém- és egyéb tartószerkezet-szerelő
C003018_hu_003	kábel- és kötélrögzítő
C003018_hu_004	kábel-, kötélrögzítő
C003019_hu_000	buldózerkezelő
C003019_hu_001	buldózer kezelő
C003019_hu_002	buldózer-kezelő
C003019_hu_003	munkagépkezelő
C003020_hu_000	köztisztviselő
C003020_hu_001	agrárpolitikai tisztviselő
C003020_hu_002	bevándorlási tisztviselő
C003020_hu_003	egészségpolitikai tisztviselő
C003020_hu_004	foglalkoztatáspolitikai tisztviselő
C003020_hu_005	gazdaságpolitikai tisztviselő
C003020_hu_006	jogpolitikai tisztviselő
C003020_hu_007	kultúrpolitikai tisztviselő
C003020_hu_008	környezetpolitikai tisztviselő
C003020_hu_009	külpolitikai tisztviselő
C003020_hu_010	lakhatáspolitikai tisztviselő
C003020_hu_011	oktatáspolitikai tisztviselő
C003020_hu_012	regionális fejlesztéspolitikai tisztviselő
