C000001_el_000	Ένοπλες δυνάμεις
C003385_el_000	υπάλληλος υποδοχής κτηνιατρείου
C003385_el_001	γραμματέας κτηνιατρείου
C003385_el_002	γραμματέας κτηνιατρικής κλινικής
C003385_el_003	γραμματέας σε κτηνιατρείο
C003385_el_004	υπεύθυνη για την υποδοχή σε κτηνιατρείο
C003385_el_005	υπεύθυνη στην υποδοχή κτηνιατρείου
C003385_el_006	υπεύθυνη υποδοχής κτηνιατρείου
C003385_el_007	υπεύθυνος για την υποδοχή σε κτηνιατρείο
C003385_el_008	υπεύθυνος στην υποδοχή κτηνιατρείου
C003385_el_009	υπεύθυνος υποδοχής κτηνιατρείου
C003386_el_000	περιφερειακός διευθυντής δασοκομίας/περιφερειακή διευθύντρια δασοκομίας
C003386_el_001	δασάρχης
C003386_el_002	δασονόμος
C003386_el_003	δασοφύλακας
C003386_el_004	διαχειρίστρια δασικής έκτασης
C003386_el_005	διαχειριστής δασικής έκτασης
C003386_el_006	περιφερειακή διευθύντρια δασοκομίας
C003386_el_007	περιφερειακός διευθυντής δασοκομίας
C003387_el_000	διευθυντής πρατηρίου καυσίμων/διευθύντρια πρατηρίου καυσίμων
C003387_el_001	διευθυντής βενζινάδικου
C003387_el_002	διευθυντής πρατηρίου καυσίμων
C003387_el_003	διευθύντρια βενζινάδικου
C003387_el_004	διευθύντρια πρατηρίου καυσίμων
C003388_el_000	επιθεωρητής ποιότητας κατασκευών/επιθεωρήτρια ποιότητας κατασκευών
C003388_el_001	επιθεωρήτρια ποιότητας
C003388_el_002	επιθεωρήτρια ποιότητας κατασκευών
C003388_el_003	επιθεωρητής ποιότητας
C003388_el_004	επιθεωρητής ποιότητας κατασκευών
C003389_el_000	τεχνικός θεάτρου
C003390_el_000	υπεύθυνος λειτουργιών πληροφοριακών συστημάτων/υπεύθυνη λειτουργιών πληροφοριακών συστημάτων
C003390_el_001	υπεύθυνη για τις λειτουργίες πληροφοριακών συστημάτων
C003390_el_002	υπεύθυνη διεργασιών πληροφοριακού συστήματος
C003390_el_003	υπεύθυνη διεργασιών πληροφοριακών συστημάτων
C003390_el_004	υπεύθυνη λειτουργιών ΤΠ
C003390_el_005	υπεύθυνη λειτουργιών ΤΠΕ
C003390_el_006	υπεύθυνη λειτουργιών πληροφοριακού συστήματος
C003390_el_007	υπεύθυνη λειτουργιών πληροφοριακών συστημάτων
C003390_el_008	υπεύθυνος για τις λειτουργίες πληροφοριακών συστημάτων
C003390_el_009	υπεύθυνος διεργασιών πληροφοριακού συστήματος
C003390_el_010	υπεύθυνος διεργασιών πληροφοριακών συστημάτων
C003390_el_011	υπεύθυνος λειτουργιών ΤΠ
C003390_el_012	υπεύθυνος λειτουργιών ΤΠΕ
C003390_el_013	υπεύθυνος λειτουργιών πληροφοριακού συστήματος
C003390_el_014	υπεύθυνος λειτουργιών πληροφοριακών συστημάτων
C003391_el_000	καθηγητής μαθηματικών δευτεροβάθμιας εκπαίδευσης/καθηγήτρια μαθηματικών δευτεροβάθμιας εκπαίδευσης
C003391_el_001	καθηγήτρια μαθηματικών δευτεροβάθμιας εκπαίδευσης
C003391_el_002	καθηγητής μαθηματικών δευτεροβάθμιας εκπαίδευσης
C003392_el_000	επιθεωρητής κτιρίων/επιθεωρήτρια κτιρίων
C003392_el_001	επιθεωρήτρια κτιρίων
C003392_el_002	επιθεωρητής κτιρίων
C003392_el_003	υπεύθυνη κτιρίων
C003392_el_004	υπεύθυνος κτιρίων
C003393_el_000	επιδιορθωτής κινητών τηλεφώνων/επιδιορθώτρια κινητών τηλεφώνων
C003393_el_001	επιδιορθωτής κινητών τηλεφώνων
C003393_el_002	επιδιορθώτρια κινητών τηλεφώνων
C003394_el_000	πυρηνικός μηχανικός
C003395_el_000	σφαγέας χαλάλ
C003396_el_000	ηλεκτρολόγος μηχανικός σταθμών ηλεκτρικής ενέργειας
C003396_el_001	ηλεκτρολόγος μηχανικός με ειδίκευση στους σταθμούς παραγωγής ηλεκτρικής ενέργειας
C003397_el_000	χειριστής σταθμού επεξεργασίας αερίων/χειρίστρια σταθμού επεξεργασίας αερίων
C003397_el_001	χειρίστρια σταθμού επεξεργασίας αερίων
C003397_el_002	χειρίστρια σταθμού συμπίεσης αερίων
C003397_el_003	χειρίστρια σταθμού συμπίεσης και άντλησης αερίων
C003397_el_004	χειριστής σταθμού επεξεργασίας αερίων
C003397_el_005	χειριστής σταθμού συμπίεσης αερίων
C003397_el_006	χειριστής σταθμού συμπίεσης και άντλησης αερίων
C003398_el_000	υπάλληλος οίκου δημοπρασιών
C003398_el_001	δημοπράτης
C003398_el_002	εκπλειστηριάστρια
C003398_el_003	εκπλειστηριαστής
C003399_el_000	υπεύθυνος παρουσίασης εμπορεύματος/υπεύθυνη παρουσίασης εμπορεύματος
C003399_el_001	merchandiser
C003399_el_002	διαχειρίστρια εμπορεύματος
C003399_el_003	διαχειριστής εμπορεύματος
C003399_el_004	υπεύθυνη merchandising
C003399_el_005	υπεύθυνη εμπορεύματος
C003399_el_006	υπεύθυνη καταστήματος
C003399_el_007	υπεύθυνη παρουσίασης εμπορεύματος
C003399_el_008	υπεύθυνη παρουσίασης προϊόντων
C003399_el_009	υπεύθυνη τοποθέτησης εμπορεύματος
C003399_el_010	υπεύθυνη τοποθέτησης προϊόντων
C003399_el_011	υπεύθυνος merchandising
C003399_el_012	υπεύθυνος εμπορεύματος
C003399_el_013	υπεύθυνος καταστήματος
C003399_el_014	υπεύθυνος παρουσίασης εμπορεύματος
C003399_el_015	υπεύθυνος παρουσίασης προϊόντων
C003399_el_016	υπεύθυνος τοποθέτησης εμπορεύματος
C003399_el_017	υπεύθυνος τοποθέτησης προϊόντων
C003400_el_000	αεροσυνοδός
C003400_el_001	φροντιστής
C003401_el_000	οικότροφος φροντιστής παιδιών/οικότροφος φροντίστρια παιδιών
C003401_el_001	au pair
C003401_el_002	οικότροφος au pair
C003401_el_003	οικότροφος φροντίστρια παιδιών
C003401_el_004	οικότροφος φροντιστής παιδιών
C003402_el_000	καθηγητής μουσικής/καθηγήτρια μουσικής
C003402_el_001	δάσκαλος μουσικής
C003402_el_002	δασκάλα μουσικής
C003402_el_003	καθηγήτρια μουσικής
C003402_el_004	καθηγήτρια τραγουδιού
C003402_el_005	καθηγητής μουσικής
C003402_el_006	καθηγητής τραγουδιού
C003403_el_000	αρχηγός πυροσβεστικού σώματος
C003403_el_001	αρχηγός πυροσβεστικής
C003404_el_000	εργάτης συντήρησης οδών/εργάτρια συντήρησης οδών
C003404_el_001	εργάτης συντήρης οδικών έργων
C003404_el_002	εργάτης συντήρης οδών
C003404_el_003	εργάτρια οδικών έργων
C003404_el_004	εργάτρια συντήρησης οδών
C003405_el_000	πλοίαρχος
C003405_el_001	καπετάνιος
C003405_el_002	καπετάνιος πλοίου
C003405_el_003	καπετάνισσα
C003405_el_004	καπετάνισσα πλοίου
C003405_el_005	κυβερνήτης πλοίου
C003405_el_006	κυβερνήτρια πλοίου
C003406_el_000	μηχανικός ανάπτυξης λογισμικού
C003406_el_001	μηχανικός ανάπτυξης λογισμικού–προγραμματίστρια
C003406_el_002	μηχανικός ανάπτυξης λογισμικού–προγραμματιστής
C003406_el_003	μηχανικός ανάπτυξης λογισμικών
C003406_el_004	μηχανικός για την ανάπτυξη λογισμικού
C003407_el_000	αξιωματικός πολεμικής αεροπορίας
C003407_el_001	αξιωματικίνα πολεμικής αεροπορίας
C003407_el_002	αξιωματικός
C003407_el_003	αξιωματικός ΠΑ
C003407_el_004	αξιωματικός αεροπορίας
C003407_el_005	αξιωματικός της πολεμικής αεροπορίας
C003407_el_006	πιλότος
C003407_el_007	πτέραρχος
C003407_el_008	σμήναρχος
C003407_el_009	σμηναγός
C003407_el_010	στέλεχος ΠΑ
C003407_el_011	στέλεχος πολεμικής αεροπορίας
