C000001_pl_000	Siły zbrojne
C002796_pl_000	wykładowca przedmiotów zawodowych w zakresie szkolenia w zawodzie strażak
C002796_pl_001	instruktor praktycznej nauki zawodu strażak
C002797_pl_000	pułkownik
C002797_pl_001	dowódca batalionu
C002797_pl_002	dowódca skrzydła
C002798_pl_000	sadownik
C002798_pl_001	arborysta
C002798_pl_002	chirurdzy drzew
C002798_pl_003	chirurg drzew
C002798_pl_004	chirurg pielęgniarz drzewa
C002798_pl_005	chirurg pielęgniarz drzewny
C002798_pl_006	chirurg-pielęgniarz drzew
C002798_pl_007	drwal
C002798_pl_008	leśniczy
C002798_pl_009	opiekun drzew
C002798_pl_010	pielęgniarz drzew
C002798_pl_011	pilarz drzew
C002798_pl_012	szkółkarz
C002799_pl_000	publicysta/publicystka
C002799_pl_001	dziennikarka kulinarna
C002799_pl_002	dziennikarz kulinarny
C002799_pl_003	felietonista
C002799_pl_004	felietonistka
C002799_pl_005	komentator prasowy
C002799_pl_006	publicysta
C002799_pl_007	publicystka
C002799_pl_008	redaktor rubryki towarzyskiej
C002799_pl_009	redaktorka rubryki towarzyskiej
C002800_pl_000	kierownik ds. importu i eksportu
C002800_pl_001	kierownik ds. eksportu
C002800_pl_002	kierownik ds. handlu międzynarodowego
C002800_pl_003	kierownik ds. importu
C002801_pl_000	rzecznik prasowy
C002802_pl_000	kierownik sali w kasynie
C002803_pl_000	strażnik miejski
C002803_pl_001	strażnik gminny
C002803_pl_002	strażnik leśny
C002803_pl_003	strażnik łowiecki
C002804_pl_000	mechanik układów hamulcowych, sterowania i zawieszenia
C002805_pl_000	operator procesów produkcji pasz
C002805_pl_001	operator ds. procesów produkcji pasz
C002805_pl_002	operator ds. procesów produkcji paszy
C002805_pl_003	operator ds. produkcji pasz
C002805_pl_004	operator ds. produkcji paszy
C002805_pl_005	operator procesów produkcji paszy
C002806_pl_000	agent do spraw pozyskiwania nieruchomości
C002806_pl_001	agent do spraw pozyskiwania gruntów
C002807_pl_000	inżynier analiz strukturalnych
C002807_pl_001	analityk strukturalny
C002807_pl_002	inżynier projektant strukturalny
C002807_pl_003	projektant strukturalny
C002808_pl_000	hurtownik metali i rud metali
C002809_pl_000	menedżer funduszu inwestycyjnego
C002809_pl_001	dyrektor funduszu inwestycyjnego
C002809_pl_002	menedżer inwestycyjny
C002809_pl_003	menedżer portfolio
C002810_pl_000	deweloper budowlany
C002810_pl_001	inwestor
C002811_pl_000	pracownik obsługi wypożyczalni maszyn i sprzętu rolniczego
C002812_pl_000	specjalista ds. techniki taboru
C002813_pl_000	pracownik fermentacji win
C002813_pl_001	fermentator win
C002813_pl_002	pracownik ds. fermentacji wina
C002813_pl_003	pracownik linii fermentacji win
C002813_pl_004	pracownik procesu fermentacji win
C002814_pl_000	mediator sztuki
C002814_pl_001	mediatorka sztuki
C002815_pl_000	klasyfikator fornirów
C002815_pl_001	klasyfikator okładzin drewnianych
C002816_pl_000	rzeźbiarz w drewnie
C002816_pl_001	snycerz
C002817_pl_000	doradca ofiar przemocy seksualnej
C002818_pl_000	kucharz - ryby i owoce morza
C002818_pl_001	kucharka - ryby i owoce morza
C002819_pl_000	doradca ds. uprawy winorośli
C002820_pl_000	specjalista ds. importu i eksportu maszyn wykorzystywanych w górnictwie, budownictwie oraz inżynierii lądowej i wodnej
C002821_pl_000	generalny wykonawca w budownictwie
C002821_pl_001	kierownik budowy
C002821_pl_002	kierownik ds. budownictwa
C002822_pl_000	kierownik ds. transportu morskiego
C002823_pl_000	grafik komputerowy 3D
C002823_pl_001	graficy komputerowi 3D
C002823_pl_002	grafik komputerowy
C002823_pl_003	grafik komputerowy obiektów 3D
C002823_pl_004	projektant modeli 3D obiektów
C002823_pl_005	twórca trójwymiarowych modeli obiektów
C002824_pl_000	sekretarz sądowy
C002825_pl_000	geograf
C002825_pl_001	geograf fizyczny
C002825_pl_002	geograf gospodarczy
C002825_pl_003	geograf społeczny
C002826_pl_000	fakturzysta
C002826_pl_001	fakturzystka
C002826_pl_002	specjalista ds. fakturowania
C002826_pl_003	specjalista ds. wystawiania faktur
C002826_pl_004	specjalistka ds. fakturowania
C002826_pl_005	specjalistka ds. wystawiania faktur
C002827_pl_000	technik ds. produkcji masy papierniczej
C002827_pl_001	operator urządzeń do wyrobu masy papierowej i produkcji papieru
C002827_pl_002	specjalista ds. produkcji papieru
C002827_pl_003	technik ds. produkcji masy papierowej
C002827_pl_004	technolog ds. produkcji papieru
C002828_pl_000	operator urządzeń do nakładania powłok galwanicznych
C002828_pl_001	operator maszyn do galwanizacji
C002829_pl_000	specjalista ds. obsługi i rozliczania dotacji badawczych
C002829_pl_001	specjalista ds. obsługi i rozliczania grantów
C002830_pl_000	inżynier automatyki i robotyki
C002830_pl_001	automatyk
C002830_pl_002	inżynier automatyk
C002830_pl_003	inżynier automatyki
C002831_pl_000	programista przemysłowych aplikacji mobilnych
C002831_pl_001	twórca przemysłowych aplikacji mobilnych
C002832_pl_000	specjalista ds. zakupów technologii informacyjno-telekomunikacyjnych
C002832_pl_001	specjalista ds. zakupów TIK
C002832_pl_002	specjalista ds. zakupów technologii ICT
C002832_pl_003	specjalista ds. zakupów technologii informacyjnej i telekomunikacyjnej
C002832_pl_004	specjalista ds. zakupów technologii informacyjno-telekomunikacyjnej
C002832_pl_005	specjalista ds. zakupów technologii informacyjnych i telekomunikacyjnych
C002832_pl_006	specjalista ds. zakupów technologii informatycznych
C002832_pl_007	specjalistka ds. zakupów technologii informacyjno-telekomunikacyjnych
C002832_pl_008	specjaliści ds. zakupów technologii informacyjno-telekomunikacyjnych
C002833_pl_000	kucharz - grill
C002833_pl_001	grill master
C002833_pl_002	kucharka - grill
C002834_pl_000	kierownik do spraw importu i eksportu obrabiarek
C002835_pl_000	generał brygady
C002835_pl_001	szef sztabu
C002835_pl_002	szefowa sztabu
C002836_pl_000	rzeczoznawca majątkowy
C002837_pl_000	kierownik schroniska dla psów
C002838_pl_000	inżynier budowy lotnisk
C002839_pl_000	projektant mebli
C002839_pl_001	projektantka mebli
C002839_pl_002	stolarz mebli artystycznych i wzorcowych
C002839_pl_003	technolog produkcji mebli
C002840_pl_000	monter instalacji kuchennych
C002841_pl_000	operator prasy mechanicznej
C002842_pl_000	kosmolog
C002843_pl_000	operator wycinarki laserowej
C002844_pl_000	wytwórca narzędzi chirurgicznych
C002844_pl_001	ortopeda mechanik
C002845_pl_000	instruktor nauki jazdy
C002845_pl_001	instruktor techniki jazdy
C002845_pl_002	instruktorka nauki jazdy
C002846_pl_000	operator kruszarki do surowców mineralnych
C002847_pl_000	sekretarz redakcji
C002848_pl_000	płetwonurek ratownik
C002848_pl_001	nurek ratownik
C002849_pl_000	technik inżynierii przemysłowej
C002850_pl_000	kierownik ds. serwisu
C002850_pl_001	kierownik ds. obsługi klienta
C002850_pl_002	kierownik ds. usług czystościowo-porządkowych
C002850_pl_003	specjalista ds. projektowania graficznego
C002850_pl_004	specjalista ds. usług fotograficznych
C002851_pl_000	technik rybołówstwa
C002852_pl_000	manikiurzysta/manikiurzystka
C002852_pl_001	manikiurzysta
C002852_pl_002	manikiurzystka
C002852_pl_003	stylista paznokci
C002852_pl_004	stylistka paznokci
C002853_pl_000	metalurg
C002853_pl_001	inżynier metalurg
C002854_pl_000	kowal podkuwacz koni
C002854_pl_001	kowale
C002854_pl_002	opiekun koni
C002854_pl_003	pielęgniarz koni
C002854_pl_004	podkuwacz koni
C002854_pl_005	pracownik podkuwający konie
C002854_pl_006	specjalista ds. podkuwania koni
C002855_pl_000	funkcjonariusz straży przybrzeżnej
C002855_pl_001	strażnik rybacki
C002856_pl_000	perukarz
C002856_pl_001	perukarka
C002857_pl_000	marynarz żeglugi śródlądowej
C002858_pl_000	twórca oprogramowania komputerowego technologii informacyjno-telekomunikacyjnych
C002858_pl_001	projektant oprogramowania komputerowego
C002858_pl_002	twórca komputerowego oprogramowania
C002858_pl_003	twórca oprogramowania
C002858_pl_004	twórca programów komputerowych
C002858_pl_005	twórcy oprogramowania komputerowego
C002859_pl_000	komik
C002859_pl_001	artysta kabaretowy
C002859_pl_002	artysta stand-upowy
C002859_pl_003	kabareciarz
C002860_pl_000	operator piły poprzecznej
C002860_pl_001	tracz
C002861_pl_000	budowniczy harf
C002862_pl_000	żołnierz sił zbrojnych
C002862_pl_001	strzelec wyborowy
C002862_pl_002	żołnierz szeregowy
C002862_pl_003	żołnierz wojsk lądowych
C002863_pl_000	kierownik ds. dystrybucji mebli, dywanów i sprzętu oświetleniowego
C002863_pl_001	kierownik ds. łańcucha dostaw mebli, dywanów i sprzętu oświetleniowego
C002864_pl_000	rekwizytor
C002865_pl_000	konsultant ds. integracji systemów technologii informacyjno-telekomunikacyjnych
C002865_pl_001	konsultanci ds. integracji systemów
C002865_pl_002	konsultant ds. integracji aplikacji
C002865_pl_003	konsultant ds. integracji systemu
C002865_pl_004	konsultant ds. integracji systemów komputerowych
C002865_pl_005	konsultant w dziedzinie integracji systemów
C002865_pl_006	konsultant w zakresie integracji systemów
C002865_pl_007	specjalista ds. spójności systemów
C002866_pl_000	pracownik szyjący pierwowzory odzieży
C002867_pl_000	asystent stomatologiczny/asystentka stomatologiczna
C002867_pl_001	asystent stomatologiczny
C002867_pl_002	asystentka stomatologiczna
C002867_pl_003	pomoc dentystyczna
C002868_pl_000	pośrednik sprzedaży biletów
C002868_pl_001	pośrednik biletowy
C002868_pl_002	pośrednik rezerwacji biletów
C002869_pl_000	kierownik w sklepie
C002869_pl_001	kierowniczka sklepu
C002869_pl_002	kierownik sali sprzedaży
C002869_pl_003	kierownik sklepu
C002869_pl_004	kierownik stoiska w markecie
C002870_pl_000	mistrz produkcji w przemyśle drzewnym
C002871_pl_000	monter maszyn i urządzeń przemysłowych
C002871_pl_001	monter linii produkcyjnej
C002871_pl_002	monter linii produkcyjnych
C002871_pl_003	pracownik linii montażowej
C002872_pl_000	specjalista chiropraktyk
C002872_pl_001	chiropraktyk
C002872_pl_002	osteopata
C002873_pl_000	kręgarz zwierząt
C002873_pl_001	chiropraktyk zwierząt
C002873_pl_002	kręgarze zwierzęcy
C002873_pl_003	terapeuta zwierząt
C002873_pl_004	zooterapeuta
C002874_pl_000	konsultant w solarium/konsultantka w solarium
C002874_pl_001	konsultant w solarium
C002874_pl_002	konsultantka w solarium
C002874_pl_003	pracownica solarium
C002874_pl_004	pracownik solarium
C002875_pl_000	wykładowca akademicki języków nowożytnych
C002875_pl_001	pracownik naukowo-dydaktyczny w dziedzinie języków nowożytnych
C002876_pl_000	kierownik ds. konferencji i bankietów
C002876_pl_001	kierownik ds. bankietów
C002876_pl_002	kierownik ds. eventów
C002876_pl_003	kierownik ds. konferencji
C002876_pl_004	menadżer ds. bankietów
C002876_pl_005	menadżer ds. eventów
C002876_pl_006	menadżer ds. konferencji
C002876_pl_007	menadżer ds. konferencji i bankietów
C002877_pl_000	pracownik socjalny do spraw opieki paliatywnej
C002878_pl_000	pracownik magazynu
C002879_pl_000	kierownik projektu
C002879_pl_001	koordynator projektu
C002879_pl_002	koordynatorka projektu
C002880_pl_000	gorzelnik
C002880_pl_001	pracownik gorzelni
C002880_pl_002	pracownik produkcji alkoholi wysokoprocentowych
C002880_pl_003	pracownik produkcji napojów spirytusowych
C002881_pl_000	tester sprzętu komputerowego
C002882_pl_000	stajenny
C002882_pl_001	opiekun konny
C002882_pl_002	opiekunka koni
C002882_pl_003	opiekunowie koni
C002882_pl_004	pielęgniarz koni
C002882_pl_005	pracownik opiekujący się końmi
C002882_pl_006	pracownik stajni
C002882_pl_007	trener koni
C002883_pl_000	przedstawiciel techniczno-handlowy ds. sprzedaży produktów chemicznych
C002883_pl_001	przedstawiciel handlowy ds. chemii budowlanej
C002883_pl_002	specjalista ds. sprzedaży produktów chemicznych
C002884_pl_000	operator urządzeń do pakowania wyrobów skórzanych
C002885_pl_000	barista
C002885_pl_001	barman-specjalista
C002885_pl_002	kawiarka
C002885_pl_003	kawiarz
C002886_pl_000	inspektor ochrony radiologicznej
C002887_pl_000	przedsiębiorca prowadzący jednostkę handlu detalicznego
C002887_pl_001	antykwariusz
C002887_pl_002	kioskarz
C002887_pl_003	właściciel sklepu
C002887_pl_004	właścicielka sklepu
C002888_pl_000	choreograf scen latania
C002889_pl_000	filozof
C002890_pl_000	pracownik odpowiedzialny za neutralizację nitrogliceryny
C002890_pl_001	aparatowy denitracji
C002890_pl_002	neutralizator nitrogliceryny
C002891_pl_000	asystent ds. księgowości/asystentka ds. księgowości
C002891_pl_001	asystent ds. księgowości
C002891_pl_002	asystent księgowego
C002891_pl_003	asystentka ds. księgowości
C002891_pl_004	asystentka księgowego
C002892_pl_000	analityk ds. środowiska akwakultury
C002893_pl_000	wykładowca akademicki w dziedzinie archeologii
C002894_pl_000	optometrysta
C002895_pl_000	nauczyciel literatury w szkole ponadpodstawowej/nauczycielka literatury w szkole ponadpodstawowej
C002895_pl_001	nauczyciel literatury w szkole ponadpodstawowej
C002895_pl_002	nauczycielka literatury w szkole ponadpodstawowej
C002896_pl_000	pośrednik finansowy
C002896_pl_001	broker finansowy
C002897_pl_000	kierownik ds. badań
C002897_pl_001	główny diagnosta laboratoryjny
C002897_pl_002	kierownik laboratorium
C002897_pl_003	kierownik naukowy
C002898_pl_000	robotnik w przetwórstwie ryb
C002898_pl_001	pracownik wstępnej obróbki ryb i owoców morza
C002899_pl_000	makler papierów wartościowych
C002900_pl_000	specjalista ds. public relations
C002900_pl_001	rzecznik prasowy
C002900_pl_002	sekretarz prasowy
C002900_pl_003	specjalista ds. kontaktów z mediami
C002901_pl_000	twórca masek
C002901_pl_001	projektant masek
C002901_pl_002	wytwórca masek
C002902_pl_000	mechanik pracownik pomocy drogowej
C002903_pl_000	sprzedawca roślin i artykułów ogrodniczych
C002903_pl_001	bukieciarz
C002903_pl_002	sprzedawczyni roślin i artykułów ogrodniczych
C002904_pl_000	elektryk górniczy
C002905_pl_000	pracownik akwakultury ds. chowu
C002906_pl_000	kontroler jakości wyrobów metalowych
C002907_pl_000	instalator systemów alarmowych
C002908_pl_000	operator maszyn do produkcji płyt drewnopochodnych
C002909_pl_000	specjalista ds. usuwania i unieszkodliwiania materaiłów niebezpiecznych
C002909_pl_001	specjalista ds. dezaktywacji
C002910_pl_000	falcerz
C002910_pl_001	introligator falcerz
C002910_pl_002	operator falcerki
C002910_pl_003	operatorka falcerki
C002911_pl_000	specjalista ds. importu i eksportu urządzeń i sprzętu biurowego
C002912_pl_000	specjalista pracy socjalnej
C002912_pl_001	kierownik domu pomocy społecznej
C002912_pl_002	specjalista ds. społecznych
C002913_pl_000	asystent farmaceutyczny/asystentka farmaceutyczna
C002913_pl_001	asystent farmaceutyczny
C002913_pl_002	asystentka farmaceutyczna
C002913_pl_003	pomoc apteczna
C002914_pl_000	kierownik ds. dystrybucji produktów mlecznych i olejów jadalnych
C002914_pl_001	kierownik ds. łańcucha dostaw produktów mlecznych i olejów jadalnych
C002915_pl_000	operator maszyn do pultruzji
C002915_pl_001	operator maszyn do przeciągania włokien
C002915_pl_002	operator maszyn do wytwarzania kompozytów metodą pultruzji
C002916_pl_000	koordynator ds. wsparcia finansowego studentów
C002917_pl_000	specjalista nauk rolniczych
C002917_pl_001	agronom
C002917_pl_002	gleboznawca
C002917_pl_003	inżynier ogrodnictwa
C002917_pl_004	inżynier rolnictwa
C002917_pl_005	klasyfikator gruntów
C002918_pl_000	asystent
C002919_pl_000	kierownik przedszkola
C002919_pl_001	dyrektor przedszkola
C002919_pl_002	kierownik klubu dziecięcego
C002919_pl_003	kierownik ośrodka adaptacyjnego
C002919_pl_004	kierownik żłobka
C002920_pl_000	montażysta reklam
C002921_pl_000	instruktor nauki jazdy samochodem ciężarowym
C002921_pl_001	instruktorka nauki jazdy samochodem ciężarowym
C002922_pl_000	terapeuta w dziedzinie medycyny komplementarnej
C002922_pl_001	terapeuta medycyny alternatywnej
C002922_pl_002	terapeuta medycyny naturalnej
C002922_pl_003	terapeuta medycyny niekonwencjonalnej
C002923_pl_000	operator maszyn do produkcji sprężyn
C002924_pl_000	specjalista ds. pozyskiwania funduszy
C002925_pl_000	koordynator edukacji artystycznej
C002925_pl_001	koordynatorka edukacji artystycznej
C002925_pl_002	nauczyciel muzealny
C002925_pl_003	pedagog muzealny
C002926_pl_000	inspektor ochrony przeciwpożarowej
C002926_pl_001	inspektor przeciwpożarowy
C002927_pl_000	operator warnika
C002928_pl_000	technik ds. kalibracji
C002929_pl_000	inżynier okrętowy
C002929_pl_001	inżynier mechanik okrętowy
C002929_pl_002	inżynier morski
C002930_pl_000	dyspozytor stacji pilotowej
C002930_pl_001	dyspozytor usług pilotowych
C002931_pl_000	specjalista ds. żywienia człowieka - dania gotowe
C002931_pl_001	specjalista ds. żywienia człowieka
C002931_pl_002	żywieniowiec
C002932_pl_000	elektroenergetyk elektrowni geotermalnych
C002933_pl_000	kontysta/kontystka
C002933_pl_001	kontysta
C002933_pl_002	kontystka
C002934_pl_000	specjalista ds. dystrybucji gazu
C002935_pl_000	wykładowca akademicki w dziedzinie informatyki
C002935_pl_001	pracownik naukowo-dydaktyczny w dziedzinie informatyki
C002936_pl_000	psycholog kliniczny
C002936_pl_001	psycholog szpitalny
C002937_pl_000	monter silników pojazdów samochodowych
C002937_pl_001	monter silników elektrycznych
C002937_pl_002	monter silników spalinowych
C002938_pl_000	specjalista ds. zakupów drewna
C002938_pl_001	specjalista ds. zakupu drewna
C002939_pl_000	obserwator połowów
C002940_pl_000	nadzorca słodowni
C002940_pl_001	kierownik obszaru słodowania
